job_link,last_processed_time,last_status,got_summary,got_ner,is_being_worked,job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type,job_skills
https://www.linkedin.com/jobs/view/senior-manager-machine-learning-engineering-at-clickjobs-io-3806063440,2024-01-21 07:43:51.750033+00,Finished NER,t,t,f,"senior manager, machine learning engineering",ClickJobs.io,"Hartford, CT",2024-01-14,Springfield,United States,Manager Records Analysis,Mid senior,Onsite,"machine learning, software development, data engineering, devops, scalability, agile, python, scala, java, distributed computing, cloud computing, sql, scikitlearn, pytorch, dask, spark, tensorflow, data gathering, data preparation, data pipelines, data warehousing, data lakes, aws, azure, google cloud platform, databricks, snowflake"
https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-jobs-for-humanity-3792356305,2024-01-20 01:38:06.100703+00,Finished NER,t,t,f,senior machine learning engineer,Jobs for Humanity,"Fredericksburg, VA",2024-01-14,Bowling Green,United States,Agricultural-Research Engineer,Mid senior,Onsite,"machine learning, python, scala, java, scikitlearn, pytorch, dask, spark, tensorflow, aws, azure, google cloud, distributed computing, data pipelines, ai, computer science, electrical engineering, mathematics, distributed file systems, multinode database paradigms, open source ml software, research paper authorship, data science, agile"
https://www.linkedin.com/jobs/view/business-data-analyst-iii-701569-at-the-judge-group-3729745801,2024-01-20 01:39:15.473644+00,Finished NER,t,t,f,business data analyst - iii (701569),The Judge Group,"Temple Terrace, FL",2024-01-14,Odessa,United States,Data Communications Analyst,Mid senior,Onsite,"data warehouse, teradata technology, unix, sql, oracle, system of records, data governance, data management, data lineage, data quality, data science, kpi dashboards, data analysis, data modeling, data interpretation, problemsolving, methodical approach, logical approach, work planning, deadlines, accuracy, attention to detail, engineering, 5 years of work experience"
https://www.linkedin.com/jobs/view/senior-full-stack-machine-learning-engineer-optix-at-ga-ccri-3657308448,2024-01-20 00:19:29.360032+00,Finished NER,t,t,f,senior full-stack machine learning engineer- optix,GA-CCRi,"Charlottesville, VA",2024-01-14,Waynesboro,United States,Agricultural-Research Engineer,Mid senior,Onsite,"machine learning, data visualization, python, scala, java, r, julia, matlab, spark, hadoop, agile development, geospatial data, tensorflow, torch, computer vision, natural language processing"
https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744395618,2024-01-19 12:20:05.536295+00,Finished NER,t,t,f,"staff machine learning engineer, series a",Recruiting from Scratch,"Cincinnati, OH",2024-01-14,Cincinnati,United States,Test Fixture Designer,Mid senior,Onsite,"machine learning, python, numpy, pandas, jupyter, tensorflow, pytorch, numba, cloud services (gcp aws azure), clinical team, voice biomarker software, depression and anxiety detection, speech processing/recognition, audio classification, agile methodologies, experiment tracking and reproducibility tools (mlflow wandb databricks), fda approvals for a softwareasamedical device (samd)"
https://www.linkedin.com/jobs/view/contractor-epic-clarity-data-analyst-at-deloitte-3805733186,2024-01-19 15:06:17.165266+00,Finished NER,t,t,f,contractor - epic clarity data analyst,Deloitte,"New York, United States",2024-01-15,Hamilton,United States,Actuary,Mid senior,Onsite,"data extraction, data transformation, data analysis, healthcare data, data visualization, epic clarity reporting, sql, analytic methods, statistical methods, epic clarity data model certification, epic clinical data model certification, certified health data analyst (chda) certification, project management, stakeholder observation, python, r programming, agile development, written communication, oral communication, organizational skills, analytical skills, technical skills, clinical experience, inpatient setting, outpatient setting"
https://www.linkedin.com/jobs/view/senior-people-data-scientist-at-atlassian-3782278915,2024-01-21 07:44:03.803359+00,Finished NER,t,t,f,senior people data scientist,Atlassian,"San Francisco, CA",2024-01-16,Concord,United States,Mathematician,Mid senior,Onsite,"data science, statistical methods, regression, cluster analysis, hlm, social network analysis, text analysis, longitudinal methods, experimental methods, python, r, sql, git, data storytelling, communication, collaboration, problemsolving, analytical thinking, attention to detail, ability to work independently and as part of a team, bachelor's or master's degree in data science statistics or a related field"
https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-jobs-for-humanity-3805272306,2024-01-20 02:54:15.002255+00,Finished NER,t,t,f,senior machine learning engineer,Jobs for Humanity,"Waco, TX",2024-01-14,Waco,United States,Agricultural-Research Engineer,Mid senior,Onsite,"machine learning, python, scala, java, distributed computing, cloud computing, data pipelines, scikitlearn, pytorch, dask, spark, tensorflow, aws, azure, google cloud platform, responsible ai, data gathering, agile, data preparation, proof of concept, scalability, performance, monitoring, continuous integration, devops"
https://www.linkedin.com/jobs/view/ncdhhs-health-informatics-data-analyst-at-nr-consulting-3762821102,2024-01-19 13:51:09.417912+00,Finished NER,t,t,f,ncdhhs- health informatics data analyst,NR Consulting,"North Carolina, United States",2024-01-15,North Carolina,United States,Data Communications Technician,Mid senior,Onsite,"health informatics, data analysis, population health, data gathering, data storage, data sharing, data interpretation, data integrity, electronic medical records, health it systems, structured query language (sql), sas analytic software, data formats, reporting, macro language, troubleshooting, health information exchange (hie), clinical data capture, social determinants of health, public health programs, data quality management, data governance, data security, data privacy, data visualization, project management, communication, problemsolving, analytical thinking, attention to detail"
https://www.linkedin.com/jobs/view/senior-battery-data-scientist-at-factorial-energy-3744756670,2024-01-21 07:44:38.675475+00,Finished NER,t,t,f,senior battery data scientist,Factorial Energy,"Billerica, MA",2024-01-15,Derry,United States,Biochemist,Mid senior,Onsite,"statistical modeling, machine learning, cell failure detection, battery cycle life prediction, bayesian optimization, prognostics, predictive maintenance, multivariate modeling, experimental design, datadriven modeling, energy storage systems, electrochemistry, lithium metal batteries, hpc/cloud computing, python, c/c++, tensorflow, pytorch"
https://www.linkedin.com/jobs/view/lead-machine-learning-engineer-bangkok-based-relocation-provided-at-agoda-3800269736,2024-01-21 13:08:11.006528+00,Finished NER,t,t,f,"lead machine learning engineer (bangkok based, relocation provided)",Agoda,"Oakland, CA",2024-01-14,Vallejo,United States,Agricultural-Research Engineer,Mid senior,Onsite,"python3, pyspark, scripting, hadoop, sql, s3, machine learning, ml models, random forest, cnn, regression models, data architecture, data warehousing, software engineering, distributed systems, stream processing, ml modeling, computation, data replication, storage, centralized computation, data api's, agile, test driven methodologies, linux, systems administration"
https://www.linkedin.com/jobs/view/principal-machine-learning-engineer-at-baker-hughes-3686008663,2024-01-21 13:08:32.644712+00,Finished NER,t,t,f,principal machine learning engineer,Baker Hughes,"Austin, TX",2024-01-15,Austin,United States,Baker,Mid senior,Onsite,"machine learning, artificial intelligence, deep learning, sparkml, scikitlearn, caret, mlr, mllib, python, r, restful api, data modeling, data mining, data visualization, machine learning pipelines, mlops, software development, model deployment, natural language processing, computer vision, predictive analytics, forecasting, time series analysis, regression, classification, clustering, dimensionality reduction, feature engineering, data preprocessing, data cleaning, data transformation, data labeling, model evaluation, model tuning, model optimization, model deployment, model monitoring, model maintenance, consulting, communication, problem solving, critical thinking, analytical skills, attention to detail, teamwork, leadership, flexibility, adaptability, strong work ethic, passion for learning, bachelor's degree in computer science or stem, master's degree in computer science or stem, phd in computer science or stem, 5+ years of experience in machine learning, 3+ years of experience in ai/deep learning, 3+ years of experience in software development, experience with ml libraries, experience with data visualization tools, experience with public speaking, ability to write production level code, ability to develop experimental and analytic plans for data modeling processes, ability to determine cause and effect relationships, consulting experience and track record of helping customers with their ai needs, publications or presentation in recognized machine learning deep learning and data mining journals/conferences"
https://www.linkedin.com/jobs/view/volunteer-nhq-it-enterprise-web-services-code4good-volunteer-data-scientist-at-volunteermatch-3803994433,2024-01-21 13:10:35.399705+00,Finished NER,t,t,f,volunteer: nhq:it - enterprise web services - code4good volunteer - data scientist,VolunteerMatch,"Washington, DC",2024-01-12,Alexandria,United States,Biologist,Associate,Onsite,"machine learning, regression, natural language processing (nlp), neural networks, quantitative research methods, statistics, bayesian analysis, pandas, scikitlearn, stats models, tensorflow, mxnet, sagemaker, r, api development, java frameworks, web services, ui development, git, atlassian jira, atlassian confluence, slack, agile methodology, computer science, mathematics, physics, economics, engineering, statistics, operations research, quantitative social science"
https://www.linkedin.com/jobs/view/lead-data-scientist-at-infosys-3785765143,2024-01-20 11:19:18.121141+00,Finished NER,t,t,f,lead data scientist,Infosys,"Phoenix, AZ",2024-01-14,Peoria,United States,Microbiologist,Mid senior,Onsite,"machine learning, ai, python, data gathering, data quality, system architecture, coding best practices, lean / agile development methodologies, programming languages (python r scala java sql), deep learning, cnns, rnn, lstms, generative ai, large language models, cognitive services (aws gcp azure ibm watson), chatbots (azure chatbot google dialogflow alexa rasa amazon lex), perception, computer vision, time series data, text analysis, big data (hdfs hive spark scala), data visualization tools (tableau), query languages (sql hive), applied statistics, distributions, statistical testing, regression"
https://www.linkedin.com/jobs/view/senior-manager-machine-learning-engineering-at-jobs-for-humanity-3805127744,2024-01-20 04:07:51.084085+00,Finished NER,t,t,f,"senior manager, machine learning engineering",Jobs for Humanity,"Harrisonburg, VA",2024-01-14,Plains,United States,Vendor,Mid senior,Onsite,"machine learning, programming, data engineering, cloud computing, distributed computing, data analytics, agile development, team leadership, python, scala, java, aws, azure, google cloud platform, scikitlearn, pytorch, dask, spark, tensorflow, data warehousing, data lakes"
https://uk.linkedin.com/jobs/view/associate-sas-data-analyst-placement-at-celerion-3798687056,2024-01-19 13:13:59.97748+00,Finished NER,t,t,f,associate sas data analyst (placement),Celerion,"Belfast, Northern Ireland, United Kingdom",2024-01-14,Belfast,United Kingdom,Data Entry Clerk,Mid senior,Onsite,"sas, statistical programming, data analysis, reporting, clinical data, early clinical research studies, data sets, statistical analyses, tables, figures, electronic data transfers, quality control, study protocol, department procedures, sas programming experience, bachelor's degree in statistics, mathematical science, physics, interpersonal skills, teamwork, problemsolving skills"
https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744399238,2024-01-21 01:46:19.88287+00,Finished NER,t,t,f,"staff machine learning engineer, series a",Recruiting from Scratch,"Boston, MA",2024-01-16,Ipswich,United States,Programmer Engineering And Scientific,Mid senior,Onsite,"machine learning, deep learning, python, numpy, pandas, numba, pytorch, tensorflow, jupyter, aws, azure, gcp, mlflow, research, voice biomarkers, computer science, speech processing, clinical team collaboration, agile methodologies, medical device software"
https://ca.linkedin.com/jobs/view/senior-data-scientist-product-growth-at-jerry-3789681652,2024-01-20 03:17:51.646876+00,Finished NER,t,t,f,"senior data scientist, product growth",Jerry,"Toronto, Ontario, Canada",2024-01-14,Brampton,Canada,Microbiologist,Mid senior,Onsite,"sql, data science, mathematics, statistics, economics, computer science, a/b testing, sql, data analysis, data governance, data consistency, machine learning, data engineering, data tracking, data integrity, data security, product management, product design, software engineering, business leadership, datadriven decisionmaking, communication, problemsolving"
https://www.linkedin.com/jobs/view/clinical-data-analyst-coordinator-at-lvis-3807211371,2024-01-20 03:19:13.697642+00,Finished NER,t,t,f,clinical data analyst/coordinator,LVIS,"Palo Alto, CA",2024-01-16,Redwood City,United States,Mathematician,Associate,Onsite,"clinical data management, data integrity, data consistency, data collection, data validation, clinical trial documentation, regulatory compliance, clinical databases, electrical engineering, neuroscience, clinical physiology, nursing, biotechnology, clinical research, brain signal analysis, image data processing (fmri/eeg), fda processes, ohrp, hipaa, python, java, matlab, coding"
https://www.linkedin.com/jobs/view/sr-data-scientist-at-mantech-3792954210,2024-01-21 02:10:43.728461+00,Finished NER,t,t,f,sr. data scientist,ManTech,"Sterling, VA",2024-01-16,Silver Spring,United States,Mathematician,Mid senior,Onsite,"machine learning, big data, data science, business intelligence, data analytics, predictive modeling, advanced analytics, artificial intelligence, statistical modeling, data mining, text analytics, natural language processing, pattern recognition, data extraction, data transformation, data visualization, machine learning algorithms, statistical software, r, python, java, scala, sql, hadoop, spark, hdfs, mapreduce, kafka, nosql, databases, tableau, powerbi, periscope, business objects, d3, ggplot, sas visual analytics, hadoop distributed file system (hdfs), hive, hbase, sqoop, pig, oozie, zookeeper, flume, mahout, hive, pig, oozie, zookeeper, flume, mahout"
https://www.linkedin.com/jobs/view/data-scientist-at-itech-solutions-3714398515,2024-01-21 14:27:07.477262+00,Finished NER,t,t,f,data scientist,iTech Solutions,"San Jose, CA",2024-01-16,Livermore,United States,Geophysicist,Mid senior,Onsite,"data science, statistical modeling, machine learning, python, statistics, business acumen, data analysis, problem solving, critical thinking, communication, 10+ years of experience"
https://www.linkedin.com/jobs/view/principal-technical-data-analyst-at-intuit-3771020836,2024-01-21 07:23:55.704219+00,Finished NER,t,t,f,principal technical data analyst,Intuit,"Mountain View, CA",2024-01-15,San Jose,United States,Actuary,Mid senior,Onsite,"data analysis, sql, coding, statistical modeling, predictive modeling, descriptive statistics, business domain knowledge, financial standards, sox, fp&a, endtoend quantitative thinking, communication skills, problem solving, organization, time management, task prioritization, business insights, crossfunctional teams, business objectives, business initiatives, business partners"
https://www.linkedin.com/jobs/view/data-scientist-at-anika-systems-3799868542,2024-01-21 00:28:06.992895+00,Finished NER,t,t,f,data scientist,Anika Systems,"Leesburg, VA",2024-01-14,Charles Town,United States,Agricultural-Research Engineer,Mid senior,Onsite,"data scientist, clearance: u.s. citizen government suitability clearance, dashboarding, data integration, data curation, reporting methodologies, robotic process automation, criminal investigation, caselevel document compilation, indexing, searching, analytics, natural language processing, big data analytics, data visualization, statistical analyses, clustering techniques, multiple regression, factor analysis, artificial intelligence, ""trustworthy ai"", data science adoption, coaching, feedback, training, sas, r, sql, python"
https://www.linkedin.com/jobs/view/principal-clinical-data-scientist-focus-on-statistics-at-boehringer-ingelheim-3678216239,2024-01-19 14:30:42.010921+00,Finished NER,t,t,f,principal clinical data scientist - focus on statistics,Boehringer Ingelheim,"Ridgefield, CT",2024-01-14,New Milford,United States,Principal,Mid senior,Onsite,"data science, statistical analysis, clinical trials, registries, realworld data, data transformation, data mining, machine learning, artificial intelligence, data analytics, data visualization, data warehousing, data management, data governance, databases, sas, r, matlab, python, java, c++, clinical development, clinical research, regulatory affairs, bioinformatics, statistics, mathematics, computer science, psychology, finance, bachelor of science (bsc), master of science (msc), doctoral degree (phd), ich guidelines, gcp guidelines, statistical methodology, clinical development plan, english (fluent)"
https://www.linkedin.com/jobs/view/senior-business-data-analyst-at-jobs-for-humanity-3805617017,2024-01-19 11:14:53.219301+00,Finished NER,t,t,f,senior business data analyst,Jobs for Humanity,"Camden, NJ",2024-01-16,Winslow,United States,Mathematician,Mid senior,Onsite,"microsoft office suites, idx, healthquest, proteus, sql programming langauage, imacs, medassets avega cost accounting system, financial analysis, data extraction, data analysis, budgeting, financial accounting, business planning, reporting, communication, teamwork, project management, problemsolving, detailoriented, accuracy, time management, analytical thinking, critical thinking, decision making"
https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744395400,2024-01-19 10:53:46.16342+00,Finished NER,t,t,f,"staff machine learning engineer, series a",Recruiting from Scratch,"Austin, TX",2024-01-16,Austin,United States,Programmer Engineering And Scientific,Mid senior,Onsite,"machine learning, natural language processing, python, numpy, pandas, numba, pytorch, tensorflow, jupyter, deep learning, model efficiency optimization, cloud services (gcp aws azure), speech processing, audio classification, mlflow, wandb, databricks, sprint management, agile methodologies, fda approvals, product management, research, medical device software, communication, teamwork, problem solving, adaptability, collaboration, strategic planning, agile planning, mvp (minimum viable product), feedback, time management"
https://www.linkedin.com/jobs/view/data-scientist-at-keylent-inc-3768063385,2024-01-19 09:45:09.215838+00,Finished NER,t,t,f,data scientist,Keylent Inc,"Roswell, GA",2024-01-12,Georgia,United States,Biologist,Mid senior,Onsite,"ai fundamentals, cloud data platform (azure) pipelines, etl principles, dimensional modelling, etl, reporting tools, data governance, data warehousing, structured data, unstructured data, sap/nosql clusters, snowflake, data models, rdbms, operational data store (ods), data marts, data lakes, azure data factory, databricks, integration runtime services, sql, sql analytics, tsql, python, scala, performance tuning, agile methodologies, stakeholder management"
https://www.linkedin.com/jobs/view/data-scientist-with-al-ml-at-saransh-inc-3735366115,2024-01-19 09:45:09.215838+00,Finished NER,t,t,f,data scientist with al & ml,Saransh Inc,"Los Angeles, CA",2024-01-12,Malibu,United States,Biologist,Mid senior,Onsite,"llm, generative ai, document extraction, chat, python, knowledge graphs, ontologies, cloudnative environment, aws, aws neptune, neo4j graph database, graphbased ontology, structured data, unstructured data, ml models, big data infrastructure, aws tex tract, aws comprehend medical, code level experience"
https://www.linkedin.com/jobs/view/senior-data-scientist-at-adobe-3800099000,2024-01-19 11:06:59.050926+00,Finished NER,t,t,f,senior data scientist,Adobe,"San Francisco, CA",2024-01-16,Berkeley,United States,Mathematician,Mid senior,Onsite,"data science, data analytics, statistical modeling, data modeling, quantitative analysis, python, sql, spark, git, jupyter, aws, azure, databricks, statistical analysis, testing frameworks, machine learning, data engineering, a/b testing, team leadership, mentoring, communication, relationship building, problem solving, business intelligence, datadriven storytelling, user journey analysis, customer engagement, customer conversion, customer retention, business strategy, root cause analysis, forecasting, data visualization, data interpretation, data integration, data warehousing, data management, data mining"
https://ca.linkedin.com/jobs/view/lead-data-scientist-at-clickjobs-io-3805142907,2024-01-21 07:25:47.028067+00,Finished NER,t,t,f,lead data scientist,ClickJobs.io,"Montreal, Quebec, Canada",2024-01-15,Laval,Canada,Biochemist,Mid senior,Onsite,"data science, machine learning, ai, algorithms, predictive modeling, business challenges, timeseries data, machine learning tools, community building, leadership"
https://www.linkedin.com/jobs/view/manager-data-analyst-at-kpmg-us-3790112552,2024-01-19 09:45:09.215838+00,Finished NER,t,t,f,"manager, data analyst",KPMG US,"Orlando, FL",2024-01-13,Avondale,United States,Data Communications Analyst,Mid senior,Onsite,"data analysis, data interpretation, data modeling, data validation, data visualization, data mining, data reporting, business intelligence, datadriven insights, data requirements, data accuracy, data consistency, statistical analysis, data presentation, data visualization tools, tableau, power bi, qlikview, alteryx, sql, python, r, excel, data preparation, data transformation, data cleansing, data integrity, problemsolving, attention to detail, communication skills, presentation skills, teamwork, accuracy, business acumen, datadriven recommendations, statistical analysis techniques, methodologies, bachelor's degree, mathematics, statistics, economics, computer science, data analysis tools, programming languages"
https://www.linkedin.com/jobs/view/data-analyst-at-aver-llc-3787728855,2024-01-19 09:45:09.215838+00,Finished NER,t,t,f,data analyst,"AVER, LLC","Washington, DC",2024-01-13,Lawton,United States,Data Communications Analyst,Mid senior,Onsite,"data analysis, tableau, tableau desktop, r, rstudio, data visualization, dashboard development, report development, operations research, statistics, sql, python, hadoop, spark, cassandra, aws, azure, government clearance, public trust, u.s. citizenship"
https://uk.linkedin.com/jobs/view/senior-data-analyst-at-level-11-3803890937,2024-01-19 09:45:09.215838+00,Finished NER,t,t,f,senior data analyst,Level 11,"Chesterfield, England, United Kingdom",2024-01-13,Mansfield,United Kingdom,Data Entry Clerk,Mid senior,Onsite,"data analytics, data management, data cleansing, data enrichment, crm software, ai tools, data integrity, data analysis, data visualization, business intelligence, sql, apis, project management, stakeholder management, communication skills, business process knowledge, erps, crms, integrations, sap, finance"
